Country,Indicator,Subject,Units,Frequency,Time,Quantity,Flag Codes
PHL,OILPROD,TOT,KTOE,A,1963,,L
PHL,OILPROD,TOT,KTOE,A,1964,,L
PHL,OILPROD,TOT,KTOE,A,1965,,L
PHL,OILPROD,TOT,KTOE,A,1966,,L
PHL,OILPROD,TOT,KTOE,A,1967,,L
PHL,OILPROD,TOT,KTOE,A,1968,,L
PHL,OILPROD,TOT,KTOE,A,1969,,L
PHL,OILPROD,TOT,KTOE,A,1970,,L
PHL,OILPROD,TOT,KTOE,A,1971,0,
PHL,OILPROD,TOT,KTOE,A,1972,0,
PHL,OILPROD,TOT,KTOE,A,1973,0,
PHL,OILPROD,TOT,KTOE,A,1974,0,
PHL,OILPROD,TOT,KTOE,A,1975,0,
PHL,OILPROD,TOT,KTOE,A,1976,0,
PHL,OILPROD,TOT,KTOE,A,1977,0,
PHL,OILPROD,TOT,KTOE,A,1978,0,
PHL,OILPROD,TOT,KTOE,A,1979,1085.608,
PHL,OILPROD,TOT,KTOE,A,1980,488.325,
PHL,OILPROD,TOT,KTOE,A,1981,250.601,
PHL,OILPROD,TOT,KTOE,A,1982,481.392,
PHL,OILPROD,TOT,KTOE,A,1983,657.704,
PHL,OILPROD,TOT,KTOE,A,1984,528.937,
PHL,OILPROD,TOT,KTOE,A,1985,360.548,
PHL,OILPROD,TOT,KTOE,A,1986,424.932,
PHL,OILPROD,TOT,KTOE,A,1987,261.497,
PHL,OILPROD,TOT,KTOE,A,1988,284.279,
PHL,OILPROD,TOT,KTOE,A,1989,257.535,
PHL,OILPROD,TOT,KTOE,A,1990,233.762,
PHL,OILPROD,TOT,KTOE,A,1991,147.587,
PHL,OILPROD,TOT,KTOE,A,1992,441.771,
PHL,OILPROD,TOT,KTOE,A,1993,449.695,
PHL,OILPROD,TOT,KTOE,A,1994,225.838,
PHL,OILPROD,TOT,KTOE,A,1995,128.767,
PHL,OILPROD,TOT,KTOE,A,1996,44.573,
PHL,OILPROD,TOT,KTOE,A,1997,40.611,
PHL,OILPROD,TOT,KTOE,A,1998,38.63,
PHL,OILPROD,TOT,KTOE,A,1999,42.592,
PHL,OILPROD,TOT,KTOE,A,2000,56.46,
PHL,OILPROD,TOT,KTOE,A,2001,105.985,
PHL,OILPROD,TOT,KTOE,A,2002,724.069,
PHL,OILPROD,TOT,KTOE,A,2003,678.505,
PHL,OILPROD,TOT,KTOE,A,2004,616.102,
PHL,OILPROD,TOT,KTOE,A,2005,784.49,
PHL,OILPROD,TOT,KTOE,A,2006,719.116,
PHL,OILPROD,TOT,KTOE,A,2007,804.3,
PHL,OILPROD,TOT,KTOE,A,2008,883.542,
PHL,OILPROD,TOT,KTOE,A,2009,1125.228,
PHL,OILPROD,TOT,KTOE,A,2010,981.603,
PHL,OILPROD,TOT,KTOE,A,2011,904.343,
PHL,OILPROD,TOT,KTOE,A,2012,773.594,
PHL,OILPROD,TOT,KTOE,A,2013,746.85,
PHL,OILPROD,TOT,KTOE,A,2014,848.874,
PHL,OILPROD,TOT,KTOE,A,2015,848.874,
ROU,OILPROD,TOT,KTOE,A,1960,,L
ROU,OILPROD,TOT,KTOE,A,1961,,L
ROU,OILPROD,TOT,KTOE,A,1962,,L
ROU,OILPROD,TOT,KTOE,A,1963,,L
ROU,OILPROD,TOT,KTOE,A,1964,,L
ROU,OILPROD,TOT,KTOE,A,1965,,L
ROU,OILPROD,TOT,KTOE,A,1966,,L
ROU,OILPROD,TOT,KTOE,A,1967,,L
ROU,OILPROD,TOT,KTOE,A,1968,,L
ROU,OILPROD,TOT,KTOE,A,1969,,L
ROU,OILPROD,TOT,KTOE,A,1970,,L
ROU,OILPROD,TOT,KTOE,A,1971,13390.095,
ROU,OILPROD,TOT,KTOE,A,1972,13715.309,
ROU,OILPROD,TOT,KTOE,A,1973,13869.665,
ROU,OILPROD,TOT,KTOE,A,1974,14062.852,
ROU,OILPROD,TOT,KTOE,A,1975,14163.814,
ROU,OILPROD,TOT,KTOE,A,1976,14270.6,
ROU,OILPROD,TOT,KTOE,A,1977,14222.061,
ROU,OILPROD,TOT,KTOE,A,1978,13323.11,
ROU,OILPROD,TOT,KTOE,A,1979,11963.035,
ROU,OILPROD,TOT,KTOE,A,1980,11174.754,
ROU,OILPROD,TOT,KTOE,A,1981,11303.869,
ROU,OILPROD,TOT,KTOE,A,1982,11399.006,
ROU,OILPROD,TOT,KTOE,A,1983,11254.359,
ROU,OILPROD,TOT,KTOE,A,1984,11118.448,
ROU,OILPROD,TOT,KTOE,A,1985,10404.918,
ROU,OILPROD,TOT,KTOE,A,1986,9829.24,
ROU,OILPROD,TOT,KTOE,A,1987,9226.38,
ROU,OILPROD,TOT,KTOE,A,1988,9114.739,
ROU,OILPROD,TOT,KTOE,A,1989,8905.049,
ROU,OILPROD,TOT,KTOE,A,1990,7697.387,
ROU,OILPROD,TOT,KTOE,A,1991,6592.629,
ROU,OILPROD,TOT,KTOE,A,1992,6421.296,
ROU,OILPROD,TOT,KTOE,A,1993,6594.831,
ROU,OILPROD,TOT,KTOE,A,1994,6618.409,
ROU,OILPROD,TOT,KTOE,A,1995,6631.81,
ROU,OILPROD,TOT,KTOE,A,1996,6533.418,
ROU,OILPROD,TOT,KTOE,A,1997,6420.493,
ROU,OILPROD,TOT,KTOE,A,1998,6292.274,
ROU,OILPROD,TOT,KTOE,A,1999,6033.238,
ROU,OILPROD,TOT,KTOE,A,2000,5865.508,
ROU,OILPROD,TOT,KTOE,A,2001,5919.402,
ROU,OILPROD,TOT,KTOE,A,2002,5727.571,
ROU,OILPROD,TOT,KTOE,A,2003,5563.943,
ROU,OILPROD,TOT,KTOE,A,2004,5302.45,
ROU,OILPROD,TOT,KTOE,A,2005,5061.918,
ROU,OILPROD,TOT,KTOE,A,2006,4636.775,
ROU,OILPROD,TOT,KTOE,A,2007,4408.673,
ROU,OILPROD,TOT,KTOE,A,2008,4408.673,
ROU,OILPROD,TOT,KTOE,A,2009,4257.253,
ROU,OILPROD,TOT,KTOE,A,2010,4045.652,
ROU,OILPROD,TOT,KTOE,A,2011,3955.382,
ROU,OILPROD,TOT,KTOE,A,2012,3746.693,
ROU,OILPROD,TOT,KTOE,A,2013,3924.321,
ROU,OILPROD,TOT,KTOE,A,2014,3846.669,
ROU,OILPROD,TOT,KTOE,A,2015,3798.137,
RUS,OILPROD,TOT,KTOE,A,1960,,L
RUS,OILPROD,TOT,KTOE,A,1961,,L
RUS,OILPROD,TOT,KTOE,A,1962,,L
RUS,OILPROD,TOT,KTOE,A,1963,,L
RUS,OILPROD,TOT,KTOE,A,1964,,L
RUS,OILPROD,TOT,KTOE,A,1965,,L
RUS,OILPROD,TOT,KTOE,A,1966,,L
RUS,OILPROD,TOT,KTOE,A,1967,,L
RUS,OILPROD,TOT,KTOE,A,1968,,L
RUS,OILPROD,TOT,KTOE,A,1969,,L
RUS,OILPROD,TOT,KTOE,A,1970,,L
RUS,OILPROD,TOT,KTOE,A,1971,,L
RUS,OILPROD,TOT,KTOE,A,1972,,L
RUS,OILPROD,TOT,KTOE,A,1973,,L
RUS,OILPROD,TOT,KTOE,A,1974,,L
RUS,OILPROD,TOT,KTOE,A,1975,,L
RUS,OILPROD,TOT,KTOE,A,1976,,L
RUS,OILPROD,TOT,KTOE,A,1977,,L
RUS,OILPROD,TOT,KTOE,A,1978,,L
RUS,OILPROD,TOT,KTOE,A,1979,,L
RUS,OILPROD,TOT,KTOE,A,1980,,L
RUS,OILPROD,TOT,KTOE,A,1981,,L
RUS,OILPROD,TOT,KTOE,A,1982,,L
RUS,OILPROD,TOT,KTOE,A,1983,,L
RUS,OILPROD,TOT,KTOE,A,1984,,L
RUS,OILPROD,TOT,KTOE,A,1985,,L
RUS,OILPROD,TOT,KTOE,A,1986,,L
RUS,OILPROD,TOT,KTOE,A,1987,,L
RUS,OILPROD,TOT,KTOE,A,1988,,L
RUS,OILPROD,TOT,KTOE,A,1989,,L
RUS,OILPROD,TOT,KTOE,A,1990,516040.215,
RUS,OILPROD,TOT,KTOE,A,1991,462067.126,
RUS,OILPROD,TOT,KTOE,A,1992,390162.972,
RUS,OILPROD,TOT,KTOE,A,1993,345568.468,
RUS,OILPROD,TOT,KTOE,A,1994,310441.991,
RUS,OILPROD,TOT,KTOE,A,1995,298256.465,
RUS,OILPROD,TOT,KTOE,A,1996,298289.63,
RUS,OILPROD,TOT,KTOE,A,1997,296576.119,
RUS,OILPROD,TOT,KTOE,A,1998,293614.407,
RUS,OILPROD,TOT,KTOE,A,1999,294692.764,
RUS,OILPROD,TOT,KTOE,A,2000,312820.807,
RUS,OILPROD,TOT,KTOE,A,2001,336378.822,
RUS,OILPROD,TOT,KTOE,A,2002,366407.979,
RUS,OILPROD,TOT,KTOE,A,2003,406862.922,
RUS,OILPROD,TOT,KTOE,A,2004,442282.856,
RUS,OILPROD,TOT,KTOE,A,2005,451419.237,
RUS,OILPROD,TOT,KTOE,A,2006,460041.063,
RUS,OILPROD,TOT,KTOE,A,2007,470511.068,
RUS,OILPROD,TOT,KTOE,A,2008,471813.538,
RUS,OILPROD,TOT,KTOE,A,2009,479088.674,
RUS,OILPROD,TOT,KTOE,A,2010,487106.499,
RUS,OILPROD,TOT,KTOE,A,2011,494392.69,
RUS,OILPROD,TOT,KTOE,A,2012,499908.086,
RUS,OILPROD,TOT,KTOE,A,2013,499966.375,
RUS,OILPROD,TOT,KTOE,A,2014,505603.375,
RUS,OILPROD,TOT,KTOE,A,2015,512439.329,
SAU,OILPROD,TOT,KTOE,A,1960,,L
SAU,OILPROD,TOT,KTOE,A,1961,,L
SAU,OILPROD,TOT,KTOE,A,1962,,L
SAU,OILPROD,TOT,KTOE,A,1963,,L
SAU,OILPROD,TOT,KTOE,A,1964,,L
SAU,OILPROD,TOT,KTOE,A,1965,,L
SAU,OILPROD,TOT,KTOE,A,1966,,L
SAU,OILPROD,TOT,KTOE,A,1967,,L
SAU,OILPROD,TOT,KTOE,A,1968,,L
SAU,OILPROD,TOT,KTOE,A,1969,,L
SAU,OILPROD,TOT,KTOE,A,1970,,L
SAU,OILPROD,TOT,KTOE,A,1971,241141.895,
SAU,OILPROD,TOT,KTOE,A,1972,304859.077,
SAU,OILPROD,TOT,KTOE,A,1973,383555.244,
SAU,OILPROD,TOT,KTOE,A,1974,427959.777,
SAU,OILPROD,TOT,KTOE,A,1975,357224.441,
SAU,OILPROD,TOT,KTOE,A,1976,434119.75,
SAU,OILPROD,TOT,KTOE,A,1977,463705.127,
SAU,OILPROD,TOT,KTOE,A,1978,423155.793,
SAU,OILPROD,TOT,KTOE,A,1979,480721.147,
SAU,OILPROD,TOT,KTOE,A,1980,511333.695,
SAU,OILPROD,TOT,KTOE,A,1981,500792.799,
SAU,OILPROD,TOT,KTOE,A,1982,331104.096,
SAU,OILPROD,TOT,KTOE,A,1983,257963.079,
SAU,OILPROD,TOT,KTOE,A,1984,235915.821,
SAU,OILPROD,TOT,KTOE,A,1985,173736.457,
SAU,OILPROD,TOT,KTOE,A,1986,253899.069,
SAU,OILPROD,TOT,KTOE,A,1987,213665.363,
SAU,OILPROD,TOT,KTOE,A,1988,257963.079,
SAU,OILPROD,TOT,KTOE,A,1989,256642.276,
SAU,OILPROD,TOT,KTOE,A,1990,324358.854,
SAU,OILPROD,TOT,KTOE,A,1991,416713.497,
SAU,OILPROD,TOT,KTOE,A,1992,426270.018,
SAU,OILPROD,TOT,KTOE,A,1993,418877.583,
SAU,OILPROD,TOT,KTOE,A,1994,405567.948,
SAU,OILPROD,TOT,KTOE,A,1995,406253.75,
SAU,OILPROD,TOT,KTOE,A,1996,408880.117,
SAU,OILPROD,TOT,KTOE,A,1997,403204.726,
SAU,OILPROD,TOT,KTOE,A,1998,416223.784,
SAU,OILPROD,TOT,KTOE,A,1999,380992.875,
SAU,OILPROD,TOT,KTOE,A,2000,410059.696,
SAU,OILPROD,TOT,KTOE,A,2001,396345.692,
SAU,OILPROD,TOT,KTOE,A,2002,359198.602,
SAU,OILPROD,TOT,KTOE,A,2003,425900.193,
SAU,OILPROD,TOT,KTOE,A,2004,451782.862,
SAU,OILPROD,TOT,KTOE,A,2005,473654.351,
SAU,OILPROD,TOT,KTOE,A,2006,466295.444,
SAU,OILPROD,TOT,KTOE,A,2007,446437.671,
SAU,OILPROD,TOT,KTOE,A,2008,467050.334,
SAU,OILPROD,TOT,KTOE,A,2009,414457.971,
SAU,OILPROD,TOT,KTOE,A,2010,413504.961,
SAU,OILPROD,TOT,KTOE,A,2011,471514.649,
SAU,OILPROD,TOT,KTOE,A,2012,495777.809,
SAU,OILPROD,TOT,KTOE,A,2013,488038.917,
SAU,OILPROD,TOT,KTOE,A,2014,491857.055,
SAU,OILPROD,TOT,KTOE,A,2015,523088.977,
SGP,OILPROD,TOT,KTOE,A,1960,,L
SGP,OILPROD,TOT,KTOE,A,1961,,L
SGP,OILPROD,TOT,KTOE,A,1962,,L
SGP,OILPROD,TOT,KTOE,A,1963,,L
SGP,OILPROD,TOT,KTOE,A,1964,,L
SGP,OILPROD,TOT,KTOE,A,1965,,L
SGP,OILPROD,TOT,KTOE,A,1966,,L
SGP,OILPROD,TOT,KTOE,A,1967,,L
SGP,OILPROD,TOT,KTOE,A,1968,,L
SGP,OILPROD,TOT,KTOE,A,1969,,L
SGP,OILPROD,TOT,KTOE,A,1970,,L
SGP,OILPROD,TOT,KTOE,A,1971,0,
SGP,OILPROD,TOT,KTOE,A,1972,0,
SGP,OILPROD,TOT,KTOE,A,1973,0,
SGP,OILPROD,TOT,KTOE,A,1974,0,
SGP,OILPROD,TOT,KTOE,A,1975,0,
SGP,OILPROD,TOT,KTOE,A,1976,0,
SGP,OILPROD,TOT,KTOE,A,1977,0,
SGP,OILPROD,TOT,KTOE,A,1978,0,
SGP,OILPROD,TOT,KTOE,A,1979,0,
SGP,OILPROD,TOT,KTOE,A,1980,0,
SGP,OILPROD,TOT,KTOE,A,1981,0,
SGP,OILPROD,TOT,KTOE,A,1982,0,
SGP,OILPROD,TOT,KTOE,A,1983,0,
SGP,OILPROD,TOT,KTOE,A,1984,0,
SGP,OILPROD,TOT,KTOE,A,1985,0,
SGP,OILPROD,TOT,KTOE,A,1986,0,
SGP,OILPROD,TOT,KTOE,A,1987,0,
SGP,OILPROD,TOT,KTOE,A,1988,0,
SGP,OILPROD,TOT,KTOE,A,1989,0,
SGP,OILPROD,TOT,KTOE,A,1990,0,
SGP,OILPROD,TOT,KTOE,A,1991,0,
SGP,OILPROD,TOT,KTOE,A,1992,0,
SGP,OILPROD,TOT,KTOE,A,1993,0,
SGP,OILPROD,TOT,KTOE,A,1994,0,
SGP,OILPROD,TOT,KTOE,A,1995,0,
SGP,OILPROD,TOT,KTOE,A,1996,0,
SGP,OILPROD,TOT,KTOE,A,1997,0,
SGP,OILPROD,TOT,KTOE,A,1998,0,
SGP,OILPROD,TOT,KTOE,A,1999,0,
SGP,OILPROD,TOT,KTOE,A,2000,0,
SGP,OILPROD,TOT,KTOE,A,2001,0,
SGP,OILPROD,TOT,KTOE,A,2002,0,
SGP,OILPROD,TOT,KTOE,A,2003,0,
SGP,OILPROD,TOT,KTOE,A,2004,0,
SGP,OILPROD,TOT,KTOE,A,2005,0,
SGP,OILPROD,TOT,KTOE,A,2006,0,
SGP,OILPROD,TOT,KTOE,A,2007,0,
SGP,OILPROD,TOT,KTOE,A,2008,0,
SGP,OILPROD,TOT,KTOE,A,2009,0,
SGP,OILPROD,TOT,KTOE,A,2010,0,
SGP,OILPROD,TOT,KTOE,A,2011,0,
SGP,OILPROD,TOT,KTOE,A,2012,0,
SGP,OILPROD,TOT,KTOE,A,2013,0,
SGP,OILPROD,TOT,KTOE,A,2014,0,
SGP,OILPROD,TOT,KTOE,A,2015,0,
SVN,OILPROD,TOT,KTOE,A,1960,,L
SVN,OILPROD,TOT,KTOE,A,1961,,L
SVN,OILPROD,TOT,KTOE,A,1962,,L
SVN,OILPROD,TOT,KTOE,A,1963,,L
SVN,OILPROD,TOT,KTOE,A,1964,,L
SVN,OILPROD,TOT,KTOE,A,1965,,L
SVN,OILPROD,TOT,KTOE,A,1966,,L
SVN,OILPROD,TOT,KTOE,A,1967,,L
SVN,OILPROD,TOT,KTOE,A,1968,,L
SVN,OILPROD,TOT,KTOE,A,1969,,L
SVN,OILPROD,TOT,KTOE,A,1970,,L
SVN,OILPROD,TOT,KTOE,A,1971,,L
SVN,OILPROD,TOT,KTOE,A,1972,,L
SVN,OILPROD,TOT,KTOE,A,1973,,L
SVN,OILPROD,TOT,KTOE,A,1974,,L
SVN,OILPROD,TOT,KTOE,A,1975,,L
SVN,OILPROD,TOT,KTOE,A,1976,,L
SVN,OILPROD,TOT,KTOE,A,1977,,L
SVN,OILPROD,TOT,KTOE,A,1978,,L
SVN,OILPROD,TOT,KTOE,A,1979,,L
SVN,OILPROD,TOT,KTOE,A,1980,,L
SVN,OILPROD,TOT,KTOE,A,1981,,L
SVN,OILPROD,TOT,KTOE,A,1982,,L
SVN,OILPROD,TOT,KTOE,A,1983,,L
SVN,OILPROD,TOT,KTOE,A,1984,,L
SVN,OILPROD,TOT,KTOE,A,1985,,L
SVN,OILPROD,TOT,KTOE,A,1986,,L
SVN,OILPROD,TOT,KTOE,A,1987,,L
SVN,OILPROD,TOT,KTOE,A,1988,,L
SVN,OILPROD,TOT,KTOE,A,1989,,L
SVN,OILPROD,TOT,KTOE,A,1990,3.074,
SVN,OILPROD,TOT,KTOE,A,1991,2.049,
SVN,OILPROD,TOT,KTOE,A,1992,2.049,
SVN,OILPROD,TOT,KTOE,A,1993,2.049,
SVN,OILPROD,TOT,KTOE,A,1994,2.049,
SVN,OILPROD,TOT,KTOE,A,1995,2.049,
SVN,OILPROD,TOT,KTOE,A,1996,1.025,
SVN,OILPROD,TOT,KTOE,A,1997,1.025,
SVN,OILPROD,TOT,KTOE,A,1998,1.027,
SVN,OILPROD,TOT,KTOE,A,1999,1.051,
SVN,OILPROD,TOT,KTOE,A,2000,0.994,
SVN,OILPROD,TOT,KTOE,A,2001,0,
SVN,OILPROD,TOT,KTOE,A,2002,0.994,
SVN,OILPROD,TOT,KTOE,A,2003,0,
SVN,OILPROD,TOT,KTOE,A,2004,0,
SVN,OILPROD,TOT,KTOE,A,2005,0,
SVN,OILPROD,TOT,KTOE,A,2006,0,
SVN,OILPROD,TOT,KTOE,A,2007,0,
SVN,OILPROD,TOT,KTOE,A,2008,0,
SVN,OILPROD,TOT,KTOE,A,2009,0,
SVN,OILPROD,TOT,KTOE,A,2010,0,
SVN,OILPROD,TOT,KTOE,A,2011,0,
SVN,OILPROD,TOT,KTOE,A,2012,0,
SVN,OILPROD,TOT,KTOE,A,2013,0,
SVN,OILPROD,TOT,KTOE,A,2014,0,
SVN,OILPROD,TOT,KTOE,A,2015,0,
ZAF,OILPROD,TOT,KTOE,A,1960,,L
ZAF,OILPROD,TOT,KTOE,A,1961,,L
ZAF,OILPROD,TOT,KTOE,A,1962,,L
ZAF,OILPROD,TOT,KTOE,A,1963,,L
ZAF,OILPROD,TOT,KTOE,A,1964,,L
ZAF,OILPROD,TOT,KTOE,A,1965,,L
ZAF,OILPROD,TOT,KTOE,A,1966,,L
ZAF,OILPROD,TOT,KTOE,A,1967,,L
ZAF,OILPROD,TOT,KTOE,A,1968,,L
ZAF,OILPROD,TOT,KTOE,A,1969,,L
ZAF,OILPROD,TOT,KTOE,A,1970,,L
ZAF,OILPROD,TOT,KTOE,A,1971,0,
ZAF,OILPROD,TOT,KTOE,A,1972,0,
ZAF,OILPROD,TOT,KTOE,A,1973,0,
ZAF,OILPROD,TOT,KTOE,A,1974,0,
ZAF,OILPROD,TOT,KTOE,A,1975,0,
ZAF,OILPROD,TOT,KTOE,A,1976,0,
ZAF,OILPROD,TOT,KTOE,A,1977,0,
ZAF,OILPROD,TOT,KTOE,A,1978,0,
ZAF,OILPROD,TOT,KTOE,A,1979,0,
ZAF,OILPROD,TOT,KTOE,A,1980,0,
ZAF,OILPROD,TOT,KTOE,A,1981,0,
ZAF,OILPROD,TOT,KTOE,A,1982,0,
ZAF,OILPROD,TOT,KTOE,A,1983,0,
ZAF,OILPROD,TOT,KTOE,A,1984,0,
ZAF,OILPROD,TOT,KTOE,A,1985,0,
ZAF,OILPROD,TOT,KTOE,A,1986,0,
ZAF,OILPROD,TOT,KTOE,A,1987,0,
ZAF,OILPROD,TOT,KTOE,A,1988,0,
ZAF,OILPROD,TOT,KTOE,A,1989,0,
ZAF,OILPROD,TOT,KTOE,A,1990,0,
ZAF,OILPROD,TOT,KTOE,A,1991,0,
ZAF,OILPROD,TOT,KTOE,A,1992,0,
ZAF,OILPROD,TOT,KTOE,A,1993,0,
ZAF,OILPROD,TOT,KTOE,A,1994,0,
ZAF,OILPROD,TOT,KTOE,A,1995,0,
ZAF,OILPROD,TOT,KTOE,A,1996,0,
ZAF,OILPROD,TOT,KTOE,A,1997,390.025,
ZAF,OILPROD,TOT,KTOE,A,1998,628.105,
ZAF,OILPROD,TOT,KTOE,A,1999,477.127,
ZAF,OILPROD,TOT,KTOE,A,2000,666.817,
ZAF,OILPROD,TOT,KTOE,A,2001,507.129,
ZAF,OILPROD,TOT,KTOE,A,2002,765.533,
ZAF,OILPROD,TOT,KTOE,A,2003,551.648,
ZAF,OILPROD,TOT,KTOE,A,2004,1434.285,
ZAF,OILPROD,TOT,KTOE,A,2005,678.43,
ZAF,OILPROD,TOT,KTOE,A,2006,661.978,
ZAF,OILPROD,TOT,KTOE,A,2007,0,
ZAF,OILPROD,TOT,KTOE,A,2008,0,
ZAF,OILPROD,TOT,KTOE,A,2009,279.695,
ZAF,OILPROD,TOT,KTOE,A,2010,294.212,
ZAF,OILPROD,TOT,KTOE,A,2011,294.212,
ZAF,OILPROD,TOT,KTOE,A,2012,51.294,
ZAF,OILPROD,TOT,KTOE,A,2013,63.875,
ZAF,OILPROD,TOT,KTOE,A,2014,82.263,
ZAF,OILPROD,TOT,KTOE,A,2015,82.263,
SDN,OILPROD,TOT,KTOE,A,1960,,L
SDN,OILPROD,TOT,KTOE,A,1961,,L
SDN,OILPROD,TOT,KTOE,A,1962,,L
SDN,OILPROD,TOT,KTOE,A,1963,,L
SDN,OILPROD,TOT,KTOE,A,1964,,L
SDN,OILPROD,TOT,KTOE,A,1965,,L
SDN,OILPROD,TOT,KTOE,A,1966,,L
SDN,OILPROD,TOT,KTOE,A,1967,,L
SDN,OILPROD,TOT,KTOE,A,1968,,L
SDN,OILPROD,TOT,KTOE,A,1969,,L
SDN,OILPROD,TOT,KTOE,A,1970,,L
SDN,OILPROD,TOT,KTOE,A,1971,0,
SDN,OILPROD,TOT,KTOE,A,1972,0,
SDN,OILPROD,TOT,KTOE,A,1973,0,
SDN,OILPROD,TOT,KTOE,A,1974,0,
SDN,OILPROD,TOT,KTOE,A,1975,0,
SDN,OILPROD,TOT,KTOE,A,1976,0,
SDN,OILPROD,TOT,KTOE,A,1977,0,
SDN,OILPROD,TOT,KTOE,A,1978,0,
SDN,OILPROD,TOT,KTOE,A,1979,0,
SDN,OILPROD,TOT,KTOE,A,1980,0,
SDN,OILPROD,TOT,KTOE,A,1981,0,
SDN,OILPROD,TOT,KTOE,A,1982,0,
SDN,OILPROD,TOT,KTOE,A,1983,0,
SDN,OILPROD,TOT,KTOE,A,1984,0,
SDN,OILPROD,TOT,KTOE,A,1985,0,
SDN,OILPROD,TOT,KTOE,A,1986,0,
SDN,OILPROD,TOT,KTOE,A,1987,0,
SDN,OILPROD,TOT,KTOE,A,1988,0,
SDN,OILPROD,TOT,KTOE,A,1989,0,
SDN,OILPROD,TOT,KTOE,A,1990,0,
SDN,OILPROD,TOT,KTOE,A,1991,0,
SDN,OILPROD,TOT,KTOE,A,1992,0,
SDN,OILPROD,TOT,KTOE,A,1993,0,
SDN,OILPROD,TOT,KTOE,A,1994,0,
SDN,OILPROD,TOT,KTOE,A,1995,0,
SDN,OILPROD,TOT,KTOE,A,1996,103.837,
SDN,OILPROD,TOT,KTOE,A,1997,258.574,
SDN,OILPROD,TOT,KTOE,A,1998,517.149,
SDN,OILPROD,TOT,KTOE,A,1999,3512.131,
SDN,OILPROD,TOT,KTOE,A,2000,9016.506,
SDN,OILPROD,TOT,KTOE,A,2001,10581.185,
SDN,OILPROD,TOT,KTOE,A,2002,12251.738,
SDN,OILPROD,TOT,KTOE,A,2003,13488.619,
SDN,OILPROD,TOT,KTOE,A,2004,15321.035,
SDN,OILPROD,TOT,KTOE,A,2005,15524.637,
SDN,OILPROD,TOT,KTOE,A,2006,17560.655,
SDN,OILPROD,TOT,KTOE,A,2007,24228.614,
SDN,OILPROD,TOT,KTOE,A,2008,23513.971,
SDN,OILPROD,TOT,KTOE,A,2009,24165.497,
SDN,OILPROD,TOT,KTOE,A,2010,23520.079,
SDN,OILPROD,TOT,KTOE,A,2011,23039.579,
SDN,OILPROD,TOT,KTOE,A,2012,6379.862,
SDN,OILPROD,TOT,KTOE,A,2013,6006.253,
SDN,OILPROD,TOT,KTOE,A,2014,6108.054,
SDN,OILPROD,TOT,KTOE,A,2015,5344.547,
TWN,OILPROD,TOT,KTOE,A,1960,,L
TWN,OILPROD,TOT,KTOE,A,1961,,L
TWN,OILPROD,TOT,KTOE,A,1962,,L
TWN,OILPROD,TOT,KTOE,A,1963,,L
TWN,OILPROD,TOT,KTOE,A,1964,,L
TWN,OILPROD,TOT,KTOE,A,1965,,L
TWN,OILPROD,TOT,KTOE,A,1966,,L
TWN,OILPROD,TOT,KTOE,A,1967,,L
TWN,OILPROD,TOT,KTOE,A,1968,,L
TWN,OILPROD,TOT,KTOE,A,1969,,L
TWN,OILPROD,TOT,KTOE,A,1970,,L
TWN,OILPROD,TOT,KTOE,A,1971,112.331,
TWN,OILPROD,TOT,KTOE,A,1972,129.535,
TWN,OILPROD,TOT,KTOE,A,1973,149.775,
TWN,OILPROD,TOT,KTOE,A,1974,187.218,
TWN,OILPROD,TOT,KTOE,A,1975,191.266,
TWN,OILPROD,TOT,KTOE,A,1976,220.614,
TWN,OILPROD,TOT,KTOE,A,1977,226.686,
TWN,OILPROD,TOT,KTOE,A,1978,220.614,
TWN,OILPROD,TOT,KTOE,A,1979,205.434,
TWN,OILPROD,TOT,KTOE,A,1980,226.686,
TWN,OILPROD,TOT,KTOE,A,1981,208.47,
TWN,OILPROD,TOT,KTOE,A,1982,126.499,
TWN,OILPROD,TOT,KTOE,A,1983,122.451,
TWN,OILPROD,TOT,KTOE,A,1984,123.463,
TWN,OILPROD,TOT,KTOE,A,1985,107.271,
TWN,OILPROD,TOT,KTOE,A,1986,96.139,
TWN,OILPROD,TOT,KTOE,A,1987,135.607,
TWN,OILPROD,TOT,KTOE,A,1988,127.511,
TWN,OILPROD,TOT,KTOE,A,1989,123.463,
TWN,OILPROD,TOT,KTOE,A,1990,165.966,
TWN,OILPROD,TOT,KTOE,A,1991,100.187,
TWN,OILPROD,TOT,KTOE,A,1992,65.779,
TWN,OILPROD,TOT,KTOE,A,1993,59.707,
TWN,OILPROD,TOT,KTOE,A,1994,62.743,
TWN,OILPROD,TOT,KTOE,A,1995,56.671,
TWN,OILPROD,TOT,KTOE,A,1996,54.647,
TWN,OILPROD,TOT,KTOE,A,1997,46.552,
TWN,OILPROD,TOT,KTOE,A,1998,49.588,
TWN,OILPROD,TOT,KTOE,A,1999,42.504,
TWN,OILPROD,TOT,KTOE,A,2000,33.396,
TWN,OILPROD,TOT,KTOE,A,2001,37.444,
TWN,OILPROD,TOT,KTOE,A,2002,46.552,
TWN,OILPROD,TOT,KTOE,A,2003,41.492,
TWN,OILPROD,TOT,KTOE,A,2004,40.48,
TWN,OILPROD,TOT,KTOE,A,2005,29.348,
TWN,OILPROD,TOT,KTOE,A,2006,21.252,
